# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon May 21 15:52:05 2018
#
# CONSTRAINT:  where (pl_orbsmax <= 0.2
# CONSTRAINT:  )
# CONSTRAINT:  order by pl_orbsmax desc
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [AU]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [AU]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN pl_bmassj:      Planet Mass or M*sin(i)[Jupiter mass]
# COLUMN pl_bmassjerr1:  Planet Mass or M*sin(i)Upper Unc. [Jupiter mass]
# COLUMN pl_bmassjerr2:  Planet Mass or M*sin(i)Lower Unc. [Jupiter mass]
# COLUMN pl_bmassjlim:   Planet Mass or M*sin(i)Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or M*sin(i) Provenance
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter radii]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter radii]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN pl_ttvflag:     TTV Flag
# COLUMN pl_kepflag:     Kepler Field Flag
# COLUMN pl_k2flag:      K2 Mission Flag
# COLUMN pl_nnotes:      Number of Notes
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_disterr1:    Distance Upper Unc. [pc]
# COLUMN st_disterr2:    Distance Lower Unc. [pc]
# COLUMN st_distlim:     Distance Limit Flag
# COLUMN st_optmag:      Optical Magnitude [mag]
# COLUMN st_optmagerr:   Optical Magnitude Unc. [mag]
# COLUMN st_optmaglim:   Optical Magnitude Limit Flag
# COLUMN st_optband:     Optical Magnitude Band
# COLUMN gaia_gmag:      G-band (Gaia) [mag]
# COLUMN gaia_gmagerr:   G-band (Gaia) Unc. [mag]
# COLUMN gaia_gmaglim:   G-band (Gaia) Limit Flag
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_tefferr1:    Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Effective Temperature Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar radii]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar radii]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_facility:    Discovery Facility
#
loc_rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,rowupdate,pl_facility
172,HAT-P-16,b,Transit,1,2.77596000,0.00000300,-0.00000300,0,0.041300,0.000400,-0.000400,0,0.036000,0.004000,-0.004000,0,86.600,0.700,-0.700,0,4.19300,0.09400,-0.09400,0,Mass,1.289,0.066,-0.066,0,2.42000,0.35000,-0.35000,0,0,0,0,0,00h38m17.56s,9.573181,+42d27m47.1s,42.463078,235.00,10.00,-10.00,0,10.812,,0,V (Johnson),,,,6158.00,80.00,-80.00,0,1.22,0.04,-0.04,0,1.24,0.05,-0.05,0,2014-05-14,HATNet
3507,Qatar-5,b,Transit,1,2.87923190,,,0,0.041270,0.000670,-0.000670,0,0.000000,,,0,88.740,0.870,-0.870,0,4.32000,0.18000,-0.18000,0,Mass,1.107,0.064,-0.064,0,3.95000,0.58000,-0.58000,0,0,0,0,0,00h28m12.94s,7.053898,+42d03m40.8s,42.061333,,,,,12.820,,0,V (Johnson),,,,5747.00,49.00,-49.00,0,1.13,0.06,-0.06,0,1.08,0.05,-0.05,0,2017-04-27,Qatar
214,HAT-P-54,b,Transit,1,3.79984700,0.00001400,-0.00001400,0,0.041170,0.000430,-0.000430,0,0.074000,,,1,87.040,0.084,-0.084,0,0.76000,0.03200,-0.03200,0,Mass,0.944,0.028,-0.028,0,1.11800,0.09800,-0.09800,0,0,0,0,0,06h39m35.52s,99.898003,+25d28m57.1s,25.482540,,,,,13.600,,0,Kepler-band,,,,4390.00,50.00,-50.00,0,0.65,0.02,-0.02,0,0.62,0.01,-0.01,0,2015-04-24,HATNet
3625,WASP-53,b,Transit,1,3.30984430,0.00000200,-0.00000200,0,0.041010,0.000830,-0.000910,0,0.030000,,,1,87.080,0.160,-0.150,0,2.13200,0.09200,-0.09400,0,Mass,1.074,0.037,-0.037,0,2.28000,0.20000,-0.17000,0,0,0,0,0,02h07m38.21s,31.909203,-20d39m42.6s,-20.661839,,,,,,,,,,,,4953.00,60.00,-60.00,0,0.84,0.05,-0.05,0,0.80,0.02,-0.02,0,2017-02-02,Multiple Facilities
2587,Kepler-389,b,Transit,2,3.24410700,0.00003000,-0.00003000,0,0.041000,,,0,,,,,,,,,,,,,,0.135,0.069,-0.069,0,,,,,0,1,0,1,19h27m50.40s,291.960005,+44d54m00.1s,44.900024,,,,,15.770,,0,Kepler-band,,,,5376.00,250.00,-250.00,0,0.78,,,0,0.79,0.40,-0.40,0,2014-05-14,Kepler
1435,Kepler-125,b,Transit,2,4.16438900,0.00000300,-0.00000300,0,0.041000,,,0,,,,,,,,,,,,,,0.211,0.009,-0.009,0,,,,,0,1,0,1,19h53m01.95s,298.258123,+47d36m17.8s,47.604946,,,,,14.752,,0,Kepler-band,,,,3810.00,150.00,-150.00,0,0.55,,,0,0.51,0.02,-0.02,0,2014-05-14,Kepler
802,K2-127,b,Transit,1,3.58816500,0.00001500,-0.00001600,0,0.041000,0.001000,-0.001000,0,0.120000,0.142231,-0.096252,0,87.220,0.420,-0.470,0,,,,0,,0.773,0.061,-0.053,0,,,,0,0,0,1,0,13h48m18.81s,207.078384,-11d35m20.3s,-11.588979,,,,,15.037,0.040,0,V (Johnson),,,,4387.84,142.05,-137.02,0,0.70,0.07,-0.07,0,0.68,0.05,-0.04,0,2017-10-05,K2
837,K2-154,b,Transit,2,3.67635000,0.00017000,-0.00017000,0,0.040800,0.001200,-0.001200,0,,,,0,,,,0,,,,0,,0.199,0.033,-0.021,0,,,,0,0,0,1,0,12h36m00.36s,189.001511,-02d40m10.1s,-2.669481,133.00,21.00,-21.00,0,14.033,0.036,0,V (Johnson),,,,3978.00,70.00,-70.00,0,0.67,0.06,-0.06,0,0.65,0.07,-0.07,0,2018-02-01,K2
135,GJ 581,b,Radial Velocity,3,5.36860000,0.00010000,-0.00010000,0,0.040610,0.000030,-0.000030,0,0.000000,0.030000,-0.030000,0,,,,,0.04970,0.00090,-0.00090,0,Msini,,,,,,,,,0,0,0,0,15h19m26.82s,229.861771,-07d43m20.2s,-7.722280,6.27,0.09,-0.09,0,10.560,0.011,0,V (Johnson),9.242,,0,,,,,0.31,0.02,-0.02,0,0.29,,,0,2014-07-09,La Silla Observatory
229,HATS-13,b,Transit,1,3.04404990,0.00000270,-0.00000270,0,0.040570,0.000410,-0.000410,0,0.181000,,,1,88.550,0.430,-0.430,0,0.54300,0.07200,-0.07200,0,Mass,1.212,0.035,-0.035,0,0.37700,0.05800,-0.05800,0,0,0,0,0,21h07m50.75s,316.961465,-26d05m48.0s,-26.096655,476.00,12.00,-12.00,0,13.887,0.010,0,V (Johnson),,,,5523.00,69.00,-69.00,0,0.96,0.03,-0.03,0,0.89,0.02,-0.02,0,2015-08-13,HATSouth
247,HATS-32,b,Transit,1,2.81265480,0.00000550,-0.00000550,0,0.040240,0.000530,-0.000530,0,0.471000,,,1,87.100,1.200,-1.200,0,0.92000,0.10000,-0.10000,0,Mass,1.249,0.144,-0.096,0,0.58000,0.16000,-0.16000,0,0,0,0,0,23h04m18.02s,346.075073,-21d16m19.0s,-21.271938,839.00,77.00,-55.00,0,14.384,0.010,0,V (Johnson),,,,5700.00,110.00,-110.00,0,1.10,0.04,-0.04,0,1.10,0.10,-0.06,0,2016-12-01,HATSouth
68,CoRoT-12,b,Transit,1,2.82804200,0.00001300,-0.00001300,0,0.040160,0.000930,-0.000920,0,0.070000,0.063000,-0.042000,0,85.480,0.720,-0.770,0,0.91700,0.07000,-0.06500,0,Mass,1.440,0.130,-0.130,0,0.41100,0.12900,-0.09400,0,0,0,0,0,06h43m03.76s,100.765677,-01d17m47.2s,-1.296439,1150.00,85.00,-85.00,0,15.515,0.052,0,V (Johnson),,,,5675.00,80.00,-80.00,0,1.08,0.08,-0.07,0,1.12,0.10,-0.09,0,2014-05-14,CoRoT
2350,Kepler-299,b,Transit,4,2.92712800,0.00003300,-0.00003300,0,0.040000,,,0,,,,,,,,,,,,,,0.118,0.024,-0.024,0,,,,,0,1,0,1,18h52m49.67s,283.206964,+48d34m49.8s,48.580502,,,,,15.017,,0,Kepler-band,,,,5617.00,112.00,-112.00,0,0.97,,,0,1.03,0.21,-0.21,0,2014-05-14,Kepler
2162,Kepler-234,b,Transit,2,2.71150600,0.00000600,-0.00000600,0,0.040000,,,0,,,,,,,,,,,,,,0.330,0.148,-0.148,0,,,,,0,1,0,1,19h26m36.84s,291.653519,+38d29m40.8s,38.494659,,,,,15.541,,0,Kepler-band,,,,6224.00,200.00,-200.00,0,,,,,1.11,0.49,-0.49,0,2014-05-14,Kepler
2010,Kepler-181,b,Transit,2,3.13787300,0.00001300,-0.00001300,0,0.040000,,,0,,,,,,,,,,,,,,0.113,0.055,-0.055,0,,,,,0,1,0,1,19h44m36.34s,296.151402,+50d05m44.9s,50.095806,,,,,14.707,,0,Kepler-band,,,,5333.00,200.00,-200.00,0,,,,,0.75,0.37,-0.37,0,2014-05-14,Kepler
1983,Kepler-172,b,Transit,4,2.94030900,0.00000700,-0.00000700,0,0.040000,,,0,,,,,,,,,,,,,,0.210,0.037,-0.037,0,,,,,0,1,0,1,18h53m28.42s,283.368413,+41d49m18.7s,41.821857,,,,,14.532,,0,Kepler-band,,,,5526.00,100.00,-100.00,0,0.86,,,0,1.08,0.19,-0.19,0,2014-05-14,Kepler
1972,Kepler-169,b,Transit,5,3.25061900,0.00001300,-0.00001300,0,0.040000,,,0,,,,,,,,,,,,,,0.101,0.007,-0.007,0,,,,,0,1,0,1,19h03m59.97s,285.999891,+40d55m09.6s,40.919329,,,,,14.194,,0,Kepler-band,,,,4997.00,100.00,-100.00,0,0.86,,,0,0.76,0.05,-0.05,0,2014-05-14,Kepler
1015,K2-72,b,Transit,4,5.57721200,0.00041700,-0.00041900,0,0.040000,0.004000,-0.005000,0,0.110000,0.196982,-0.087659,0,89.150,0.590,-0.860,0,,,,0,,0.096,0.010,-0.010,0,,,,0,0,0,1,0,22h18m29.27s,334.621979,-09d36m44.6s,-9.612382,,,,,15.309,0.050,0,V (Johnson),,,,3360.47,87.24,-86.34,0,0.27,0.08,-0.09,0,0.33,0.03,-0.03,0,2017-10-26,K2
699,HD 83443,b,Radial Velocity,1,2.98570000,0.00005700,-0.00005700,0,0.040000,0.000000,0.000000,0,0.010000,0.010000,-0.010000,0,,,,0,0.34000,0.02000,-0.02000,0,Mass,,,,0,,,,0,0,0,0,1,09h37m11.83s,144.299286,-43d16m19.9s,-43.272205,43.53,1.64,-1.77,0,8.222,0.011,0,V (Johnson),7.972,,0,5442.00,17.00,-17.00,0,0.79,0.07,-0.07,0,0.94,0.02,-0.02,0,2018-04-26,Multiple Observatories
675,HD 73256,b,Radial Velocity,1,2.54858000,0.00016000,-0.00016000,0,0.040000,0.000000,0.000000,0,0.030000,0.020000,-0.020000,0,,,,0,1.57000,0.07000,-0.07000,0,Mass,,,,0,,,,0,0,0,0,0,08h36m23.02s,129.095901,-30d02m15.5s,-30.037626,36.52,1.00,-1.06,0,8.080,,0,V (Johnson),7.804,,0,5460.00,26.00,-26.00,0,0.81,0.04,-0.04,0,0.93,0.01,-0.01,0,2018-04-26,La Silla Observatory
655,HD 63454,b,Radial Velocity,1,2.81805000,0.00007100,-0.00007100,0,0.040000,0.000000,0.000000,0,0.000000,,,0,,,,0,0.25000,0.01000,-0.01000,0,Mass,,,,0,,,,0,0,0,0,0,07h39m21.85s,114.841049,-78d16m44.3s,-78.278969,35.80,1.07,-1.14,0,9.370,,0,V (Johnson),8.973,,0,4812.00,28.00,-28.00,0,0.42,0.03,-0.03,0,0.77,0.01,-0.01,0,2018-04-26,La Silla Observatory
586,HD 330075,b,Radial Velocity,1,3.38773000,0.00008000,-0.00008000,0,0.040000,0.000000,0.000000,0,0.000000,,,0,,,,0,0.48000,0.02000,-0.02000,0,Mass,,,,0,,,,0,0,0,0,0,15h49m37.69s,237.407043,-49d57m48.7s,-49.963524,50.20,3.49,-4.06,0,9.334,0.023,0,V (Johnson),9.020,,0,5000.00,21.00,-21.00,0,0.47,0.04,-0.04,0,0.84,0.01,-0.01,0,2018-04-26,La Silla Observatory
561,HD 2638,b,Radial Velocity,1,3.44420000,0.00020000,-0.00020000,0,0.040000,0.000000,0.000000,0,0.000000,,,0,,,,0,0.42000,0.03000,-0.03000,0,Mass,,,,0,,,,0,0,0,0,0,00h29m59.87s,7.499466,-05d45m50.4s,-5.764002,53.71,3.63,-4.20,0,9.375,0.023,0,V (Johnson),9.119,,0,5186.00,8.00,-8.00,0,0.77,0.09,-0.09,0,0.94,0.03,-0.03,0,2018-04-26,La Silla Observatory
185,HAT-P-27,b,Transit,1,3.03957700,0.00000500,-0.00000600,0,0.040000,0.000800,-0.000800,0,0.000000,,,0,85.000,0.200,-0.200,0,0.62000,0.03000,-0.03000,0,Mass,1.020,0.070,-0.060,0,,,,,0,0,0,1,14h51m04.18s,222.767436,+05d56m50.5s,5.947368,204.00,14.00,-14.00,0,,,,,,,,5300.00,90.00,-90.00,0,0.94,0.04,-0.04,0,0.90,0.05,-0.04,0,2018-02-01,HATNet
58,BD-10 3166,b,Radial Velocity,1,3.48777000,0.00011000,-0.00011000,0,0.040000,0.000000,0.000000,0,0.020000,0.020000,-0.020000,0,,,,0,0.59000,0.07000,-0.07000,0,Mass,,,,0,,,,0,0,0,0,0,10h58m28.80s,164.620003,-10d46m13.4s,-10.770376,80.00,10.00,-10.00,0,10.080,,0,V (Johnson),9.772,,0,5393.00,44.00,-44.00,0,1.47,0.24,-0.24,0,0.91,0.04,-0.04,0,2018-04-26,W. M. Keck Observatory
634,HD 46375,b,Radial Velocity,1,3.02357300,0.00006500,-0.00006500,0,0.039800,0.002300,-0.002300,0,0.063000,0.026000,-0.026000,0,,,,,0.22600,0.01900,-0.01900,0,Msini,,,,,,,,,0,0,0,0,06h33m12.62s,98.302597,+05d27m46.5s,5.462925,33.41,1.15,-1.24,0,7.912,0.015,0,V (Johnson),,,,5285.00,,,0,0.92,,,0,,,,,2014-07-23,W. M. Keck Observatory
219,HAT-P-65,b,Transit,1,2.60545520,0.00000310,-0.00000310,0,0.039510,0.000540,-0.000540,0,0.304000,,,1,84.200,1.300,-1.300,0,0.52700,0.08300,-0.08300,0,Mass,1.890,0.130,-0.130,0,0.09600,0.02500,-0.02500,0,0,0,0,0,21h03m37.32s,315.905487,+11d59m21.9s,11.989404,841.00,45.00,-45.00,0,13.145,0.029,0,V (Johnson),,,,5835.00,51.00,-51.00,0,1.21,0.05,-0.05,0,1.86,0.10,-0.10,0,2016-09-15,HATNet
1003,K2-61,b,Transit,1,2.57302000,0.00020000,-0.00020000,0,0.039200,0.002400,-0.002400,0,,,,,,,,,,,,,,0.221,0.070,-0.070,0,,,,,0,0,1,0,22h38m41.94s,339.674744,-13d33m36.1s,-13.560024,,,,,12.991,0.020,0,V (Johnson),,,,6293.00,338.00,-338.00,0,1.21,0.22,-0.22,0,1.36,0.41,-0.41,0,2016-07-18,K2
3658,WASP-81,b,Transit,1,2.71647620,0.00000230,-0.00000230,0,0.039080,0.000700,-0.000720,0,0.066000,,,1,88.690,0.880,-0.920,0,0.72900,0.03600,-0.03500,0,Mass,1.429,0.051,-0.046,0,0.33200,0.03100,-0.03100,0,0,0,0,0,20h16m49.89s,304.207886,+03d17m38.6s,3.294050,,,,,,,,,,,,5870.00,120.00,-120.00,0,1.08,0.06,-0.06,0,1.28,0.04,-0.04,0,2017-02-02,Multiple Facilities
3662,WASP-85 A,b,Transit,1,2.65567770,0.00000044,-0.00000044,0,0.039000,0.001000,-0.001000,0,0.000000,,,0,89.690,0.110,-0.030,0,1.26500,0.06500,-0.06500,0,Mass,1.240,0.030,-0.030,0,0.88000,0.03000,-0.03000,0,0,0,1,0,11h43m38.01s,175.908386,+06d33m49.4s,6.563726,,,,,10.720,0.076,0,V (Johnson),,,,6112.00,27.00,-27.00,0,1.09,0.08,-0.08,0,0.94,0.02,-0.02,0,2016-07-07,K2
2366,Kepler-304,b,Transit,4,3.29570900,0.00000200,-0.00000200,0,0.039000,,,0,,,,,,,,,,,,,,0.255,0.019,-0.019,0,,,,,0,1,0,1,19h37m46.02s,294.441763,+40d33m27.3s,40.557587,,,,,14.840,,0,Kepler-band,,,,4731.00,100.00,-100.00,0,0.80,,,0,0.69,0.04,-0.04,0,2014-05-14,Kepler
2242,Kepler-26,d,Transit,4,3.54391900,0.00001500,-0.00001500,0,0.039000,,,0,,,,,,,,,,,,,,0.095,0.005,-0.005,0,,,,,0,1,0,1,18h59m45.84s,284.940997,+46d33m59.5s,46.566540,,,,,15.473,,0,Kepler-band,,,,3914.00,119.00,-119.00,0,0.54,0.03,-0.03,0,0.51,0.02,-0.02,0,2014-05-14,Kepler
1647,Kepler-141,b,Transit,2,3.10767500,0.00002200,-0.00002200,0,0.039000,,,0,,,,,,,,,,,,,,0.062,0.004,-0.004,0,,,,,0,1,0,1,19h51m53.02s,297.970897,+47d43m54.0s,47.731678,,,,,13.448,,0,Kepler-band,,,,4910.00,100.00,-100.00,0,1.00,,,0,0.79,0.04,-0.04,0,2014-05-14,Kepler
1421,Kepler-124,b,Transit,3,3.41049300,0.00002100,-0.00002100,0,0.039000,,,0,,,,,,,,,,,,,,0.065,0.004,-0.004,0,,,,,0,1,0,1,19h07m00.67s,286.752797,+49d03m53.7s,49.064911,,,,,14.139,,0,Kepler-band,,,,4984.00,100.00,-100.00,0,,,,,0.64,0.03,-0.03,0,2014-05-14,Kepler
1382,Kepler-121,b,Transit,2,3.17742200,0.00000300,-0.00000300,0,0.039000,,,0,,,,,,,,,,,,,,0.209,0.113,-0.113,0,,,,,0,1,0,1,19h04m38.90s,286.162064,+39d40m40.8s,39.677995,,,,,14.708,,0,Kepler-band,,,,5311.00,200.00,-200.00,0,,,,,0.70,0.38,-0.38,0,2014-05-14,Kepler
145,GJ 674,b,Radial Velocity,1,4.69380000,0.00700000,-0.00700000,0,0.039000,,,0,0.200000,0.020000,-0.020000,0,,,,,0.03500,,,0,Msini,,,,,,,,,0,0,0,0,17h28m39.95s,262.166443,-46d53m42.7s,-46.895191,4.54,0.03,-0.03,0,9.370,,0,V (Johnson),,,,3600.00,100.00,-100.00,0,0.35,,,0,,,,,2014-05-14,La Silla Observatory
3542,WASP-1,b,Transit,1,2.51994540,0.00000050,-0.00000050,0,0.038890,0.000530,-0.000730,0,0.000000,,,0,90.000,1.300,-1.300,0,0.85400,0.05700,-0.05200,0,Mass,1.483,0.024,-0.034,0,0.34800,0.02900,-0.03200,0,0,0,0,1,00h20m40.07s,5.166978,+31d59m24.0s,31.989990,408.00,27.00,-27.00,0,11.790,,0,V (Johnson),,,,,,,,1.24,0.05,-0.07,0,1.47,0.02,-0.03,0,2014-05-14,SuperWASP
529,HD 219134,b,Radial Velocity,6,3.09292600,0.00001000,-0.00001000,0,0.038760,0.000470,-0.000470,0,0.000000,,,0,85.050,0.090,-0.090,0,0.01491,0.00060,-0.00060,0,Mass,0.143,0.005,-0.005,0,6.34000,0.72000,-0.72000,0,0,0,0,0,23h13m16.98s,348.320740,+57d10m06.1s,57.168354,6.55,0.01,-0.01,0,5.570,,0,V (Johnson),,,,4699.00,16.00,-16.00,0,0.81,0.03,-0.03,0,0.78,0.01,-0.01,0,2017-03-16,Roque de los Muchachos Observatory
85,CoRoT-29,b,Transit,1,2.85057000,0.00000600,-0.00000600,0,0.038600,0.005900,-0.005900,0,0.082000,0.081000,-0.081000,0,87.300,2.700,-2.700,0,0.85000,0.20000,-0.20000,0,Mass,0.900,0.160,-0.160,0,1.45000,0.74000,-0.74000,0,0,0,0,0,18h35m36.50s,278.902103,+06d28m46.7s,6.479651,765.00,50.00,-50.00,0,,,,,,,,5260.00,100.00,-100.00,0,0.97,0.14,-0.14,0,0.90,0.12,-0.12,0,2015-04-16,CoRoT
167,HAT-P-12,b,Transit,1,3.21305980,0.00000210,-0.00000210,0,0.038400,0.000300,-0.000300,0,0.000000,,,0,89.000,0.400,-0.400,0,0.21100,0.01200,-0.01200,0,Mass,0.959,0.029,-0.021,0,0.31920,0.01600,-0.01600,0,0,0,0,0,13h57m33.48s,209.389489,+43d29m36.7s,43.493534,142.50,4.20,-3.30,0,12.840,,0,V (Johnson),,,,4650.00,60.00,-60.00,0,0.73,0.02,-0.02,0,0.70,0.02,-0.01,0,2014-05-14,HATNet
230,HATS-14,b,Transit,1,2.76676410,0.00000270,-0.00000270,0,0.038150,0.000320,-0.000320,0,0.142000,,,1,88.830,0.660,-0.660,0,1.07100,0.07000,-0.07000,0,Mass,1.039,0.032,-0.022,0,1.19100,0.09800,-0.14000,0,0,0,0,1,20h52m51.71s,313.215479,-25d41m14.4s,-25.687334,513.00,14.00,-14.00,0,13.790,0.100,0,V (Johnson),,,,5346.00,60.00,-60.00,0,0.97,0.02,-0.02,0,0.93,0.02,-0.01,0,2015-08-13,HATSouth
2638,Kepler-411,b,Transit,2,3.00516000,0.00001000,-0.00001000,0,0.038000,0.001000,-0.001000,0,0.000000,0.350000,0.000000,0,88.270,1.730,-1.830,0,,,,,,0.168,0.018,-0.018,0,,,,,0,1,0,1,19h10m25.34s,287.605582,+49d31m23.7s,49.523262,,,,,12.231,,0,Kepler-band,,,,4974.00,46.00,-51.00,0,0.83,0.04,-0.10,0,0.79,0.07,-0.06,0,2014-05-14,Kepler
2274,Kepler-272,b,Transit,3,2.97135300,0.00001700,-0.00001700,0,0.038000,,,0,,,,,,,,,,,,,,0.128,0.069,-0.069,0,,,,,0,1,0,1,19h56m30.61s,299.127524,+47d35m37.8s,47.593830,,,,,14.678,,0,Kepler-band,,,,5297.00,200.00,-200.00,0,0.79,,,0,0.93,0.50,-0.50,0,2014-05-14,Kepler
2145,Kepler-228,b,Transit,3,2.56654600,0.00002600,-0.00002600,0,0.038000,,,0,,,,,,,,,,,,,,0.136,0.063,-0.063,0,,,,,0,1,0,1,19h45m08.67s,296.286142,+48d13m28.8s,48.224667,,,,,15.714,,0,Kepler-band,,,,6043.00,200.00,-200.00,0,,,,,1.01,0.47,-0.47,0,2014-05-14,Kepler
2134,Kepler-224,b,Transit,4,3.13292400,0.00001400,-0.00001400,0,0.038000,,,0,,,,,,,,,,,,,,0.124,0.008,-0.008,0,,,,,0,1,0,1,19h23m44.23s,290.934287,+47d21m27.4s,47.357601,,,,,15.644,,0,Kepler-band,,,,5018.00,100.00,-100.00,0,0.74,,,0,0.68,0.04,-0.04,0,2014-05-14,Kepler
981,K2-43,b,Transit,1,3.47134100,0.00016300,-0.00016100,0,0.038000,0.001000,-0.001000,0,0.070000,0.149039,-0.057685,0,88.900,0.760,-0.900,0,,,,0,,0.424,0.030,-0.029,0,,,,0,0,0,1,0,11h16m28.11s,169.117142,-03d58m31.6s,-3.975440,,,,,15.596,0.050,0,V (Johnson),,,,3889.72,120.75,-112.52,0,0.60,0.06,-0.06,0,0.59,0.04,-0.04,0,2017-10-26,K2
371,HD 143105,b,Radial Velocity,1,2.19740000,0.00030000,-0.00030000,0,0.037900,0.000900,-0.000900,0,0.070000,,,1,,,,,1.21000,0.06000,-0.06000,0,Msini,,,,,,,,,0,0,0,0,15h53m36.56s,238.402328,+68d43m12.4s,68.720116,48.70,0.80,-0.80,0,6.750,0.010,0,V (Johnson),6.606,,0,6380.00,60.00,-60.00,0,1.51,0.11,-0.11,0,,,,,2016-02-25,Haute-Provence Observatory
196,HAT-P-37,b,Transit,1,2.79743600,0.00000700,-0.00000700,0,0.037900,0.000600,-0.000600,0,0.058000,0.038000,-0.038000,0,86.900,0.400,-0.500,0,1.16900,0.10300,-0.10300,0,Mass,1.178,0.077,-0.077,0,0.89000,0.19000,-0.19000,0,0,0,0,0,18h57m11.06s,284.296064,+51d16m08.9s,51.269138,411.00,26.00,-26.00,0,13.230,0.320,0,V (Johnson),,,,5500.00,100.00,,0,0.93,0.04,,0,0.88,0.06,,0,2014-05-14,HATNet
3505,Qatar-3,b,Transit,1,2.50792040,,,0,0.037830,0.000690,-0.000690,0,0.000000,,,0,86.800,2.000,-2.000,0,4.31000,0.47000,-0.47000,0,Mass,1.096,0.140,-0.140,0,4.00000,1.20000,-1.20000,0,0,0,0,0,23h56m36.48s,359.152008,+36d12m46.7s,36.212971,,,,,12.880,,0,V (Johnson),,,,6007.00,52.00,-52.00,0,1.15,0.06,-0.06,0,1.27,0.14,-0.14,0,2017-04-27,Qatar
